item,suite,condition,sentence,targets,competitors,l_maze,critical_region,region_number,freqlog10,len
1018,SVNA-orc,match_plural,The secretaries that the officer embarrassed enjoy tennis,The|secretaries|that|the|officer|embarrassed|enjoy|tennis,x-x-x|polmetaries|jack|been|uscicer|sustainable|enyom|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|0|4.15691242570002|5.11650480266873|2.22530928172586|0.845098040014257|1.53147891704226|1.60205999132796,3|11|4|3|7|11|5|6
1018,SVNA-orc,match_sing,The secretary that the officers embarrassed enjoys playing tennis,The|secretary|that|the|officers|embarrassed|enjoys|playing|tennis,x-x-x|polmetary|jack|been|uscicers|sustainable|enjude|problem|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.10037054511756|4.15691242570002|5.11650480266873|2.30102999566398|0.845098040014257|1.04139268515823|2.53529412004277|1.60205999132796,3|9|4|3|8|11|6|7|6
1018,SVNA-orc,mismatch_plural,The secretaries that the officer embarrassed enjoys tennis,The|secretaries|that|the|officer|embarrassed|enjoys|tennis,x-x-x|polmetaries|jack|been|uscicer|sustainable|enjude|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|0|4.15691242570002|5.11650480266873|2.22530928172586|0.845098040014257|1.04139268515823|1.60205999132796,3|11|4|3|7|11|6|6
1018,SVNA-orc,mismatch_sing,The secretary that the officers embarrassed enjoy playing tennis,The|secretary|that|the|officers|embarrassed|enjoy|playing|tennis,x-x-x|polmetary|jack|been|uscicers|sustainable|enyom|problem|funnis,FALSE|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.10037054511756|4.15691242570002|5.11650480266873|2.30102999566398|0.845098040014257|1.53147891704226|2.53529412004277|1.60205999132796,3|9|4|3|8|11|5|7|6
1019,SVNA-orc,match_plural,The executives that the teacher disguised are good,The|executives|that|the|teacher|disguised|are|good,x-x-x|emituticed|hell|been|foucher|dishoosed|ags|goud,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.23044892137827|4.15691242570002|5.11650480266873|1.88649072517248|1.23044892137827|3.67348169707335|2.65224634100332,3|10|4|3|7|9|3|4
1019,SVNA-orc,match_sing,The executive that the teachers disguised is good,The|executive|that|the|teachers|disguised|is|good,x-x-x|ematutile|hell|been|fouchers|dishoosed|os|goud,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.13033376849501|4.15691242570002|5.11650480266873|1.65321251377534|1.23044892137827|4.0678888066854|2.65224634100332,3|9|4|3|8|9|2|4
1019,SVNA-orc,mismatch_plural,The executives that the teacher disguised is good,The|executives|that|the|teacher|disguised|is|good,x-x-x|emituticed|hell|been|foucher|dishoosed|os|goud,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.23044892137827|4.15691242570002|5.11650480266873|1.88649072517248|1.23044892137827|4.0678888066854|2.65224634100332,3|10|4|3|7|9|2|4
1019,SVNA-orc,mismatch_sing,The executive that the teachers disguised are good,The|executive|that|the|teachers|disguised|are|good,x-x-x|ematutile|hell|been|fouchers|dishoosed|ags|goud,FALSE|TRUE|FALSE|FALSE|TRUE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.13033376849501|4.15691242570002|5.11650480266873|1.65321251377534|1.23044892137827|3.67348169707335|2.65224634100332,3|9|4|3|8|9|3|4
2001,SVNA-src,match_plural,The authors that hurt the senator are good,The|authors|that|hurt|the|senator|are|good,x-x-x|aublars|frat|huys|okay|ponatar|ank|lake,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.99122607569249|4.15691242570002|1.49136169383427|5.11650480266873|1.65321251377534|3.67348169707335|2.65224634100332,3|7|4|4|3|7|3|4
2001,SVNA-src,match_sing,The author that hurt the senators is good,The|author|that|hurt|the|senators|is|good,x-x-x|awbror|frat|huys|okay|senalast|os|lake,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.23552844690755|4.15691242570002|1.49136169383427|5.11650480266873|1.34242268082221|4.0678888066854|2.65224634100332,3|6|4|4|3|8|2|4
2001,SVNA-src,mismatch_plural,The authors that hurt the senator is good,The|authors|that|hurt|the|senator|is|good,x-x-x|aublars|frat|huys|okay|ponatar|os|lake,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.99122607569249|4.15691242570002|1.49136169383427|5.11650480266873|1.65321251377534|4.0678888066854|2.65224634100332,3|7|4|4|3|7|2|4
2001,SVNA-src,mismatch_sing,The author that hurt the senators are good,The|author|that|hurt|the|senators|are|good,x-x-x|awbror|frat|huys|okay|senalast|ank|lake,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.23552844690755|4.15691242570002|1.49136169383427|5.11650480266873|1.34242268082221|3.67348169707335|2.65224634100332,3|6|4|4|3|8|3|4
2002,SVNA-src,match_plural,The pilots that injured the teacher bring love to people,The|pilots|that|injured|the|teacher|bring|love|to|people,x-x-x|pirats|oh|suppose|yeah|foucher|brint|sun|co|pikple,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|1.66275783168157|4.15691242570002|1.73239375982297|5.11650480266873|1.88649072517248|2.04532297878666|2.76789761601809|4.59683891382516|3.0068937079479,3|6|4|7|3|7|5|4|2|6
2002,SVNA-src,match_sing,The pilot that injured the teachers brings love to people,The|pilot|that|injured|the|teachers|brings|love|to|people,x-x-x|pirat|oh|suppose|yeah|fouchers|grings|sun|co|pikple,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|2.01703333929878|4.15691242570002|1.73239375982297|5.11650480266873|1.65321251377534|1.50514997831991|2.76789761601809|4.59683891382516|3.0068937079479,3|5|4|7|3|8|6|4|2|6
2002,SVNA-src,mismatch_plural,The pilots that injured the teacher brings love to people,The|pilots|that|injured|the|teacher|brings|love|to|people,x-x-x|pirats|oh|suppose|yeah|foucher|grings|sun|co|pikple,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|1.66275783168157|4.15691242570002|1.73239375982297|5.11650480266873|1.88649072517248|1.50514997831991|2.76789761601809|4.59683891382516|3.0068937079479,3|6|4|7|3|7|6|4|2|6
2002,SVNA-src,mismatch_sing,The pilot that injured the teachers bring love to people,The|pilot|that|injured|the|teachers|bring|love|to|people,x-x-x|pirat|oh|suppose|yeah|fouchers|brint|sun|co|pikple,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE|FALSE,1|2|3|4|5|6|7|8|8|8,5.11650480266873|2.01703333929878|4.15691242570002|1.73239375982297|5.11650480266873|1.65321251377534|2.04532297878666|2.76789761601809|4.59683891382516|3.0068937079479,3|5|4|7|3|8|5|4|2|6
2003,SVNA-src,match_plural,The doctors that ignored the guard interest people,The|doctors|that|ignored|the|guard|interest|people,x-x-x|puctors|thot|idmored|ha|guoys|uncerers|minute,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.38021124171161|4.15691242570002|1.56820172406699|5.11650480266873|2.02530586526477|2.32014628611105|3.0068937079479,3|7|4|7|3|5|8|6
2003,SVNA-src,match_sing,The doctor that ignored the guards interests people,The|doctor|that|ignored|the|guards|interests|people,x-x-x|ructor|thot|idmored|ha|gulcts|emcerests|minute,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.68124123737559|4.15691242570002|1.56820172406699|5.11650480266873|1.44715803134222|1.78532983501077|3.0068937079479,3|6|4|7|3|6|9|6
2003,SVNA-src,mismatch_plural,The doctors that ignored the guard interests people,The|doctors|that|ignored|the|guard|interests|people,x-x-x|puctors|thot|idmored|ha|guoys|emcerests|minute,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.38021124171161|4.15691242570002|1.56820172406699|5.11650480266873|2.02530586526477|1.78532983501077|3.0068937079479,3|7|4|7|3|5|9|6
2003,SVNA-src,mismatch_sing,The doctor that ignored the guards interest people,The|doctor|that|ignored|the|guards|interest|people,x-x-x|ructor|thot|idmored|ha|gulcts|uncerers|minute,FALSE|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.68124123737559|4.15691242570002|1.56820172406699|5.11650480266873|1.44715803134222|2.32014628611105|3.0068937079479,3|6|4|7|3|6|8|6
2004,SVNA-src,match_plural,The farmers that embarrassed the clerk know many people,The|farmers|that|embarrassed|the|clerk|know|many|people,x-x-x|fireers|sir|transparent|ago|clerd|rhow|yeah|window,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.64345267648619|4.15691242570002|0.845098040014257|5.11650480266873|1.14612803567824|2.29225607135648|3.16076856186113|3.0068937079479,3|7|4|11|3|5|4|4|6
2004,SVNA-src,match_sing,The farmer that embarrassed the clerks knows many people,The|farmer|that|embarrassed|the|clerks|knows|many|people,x-x-x|fireer|sir|transparent|ago|clelts|knone|yeah|window,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|0.845098040014257|5.11650480266873|1|1.51851393987789|3.16076856186113|3.0068937079479,3|6|4|11|3|6|5|4|6
2004,SVNA-src,mismatch_plural,The farmers that embarrassed the clerk knows many people,The|farmers|that|embarrassed|the|clerk|knows|many|people,x-x-x|fireers|sir|transparent|ago|clerd|knone|yeah|window,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.64345267648619|4.15691242570002|0.845098040014257|5.11650480266873|1.14612803567824|1.51851393987789|3.16076856186113|3.0068937079479,3|7|4|11|3|5|5|4|6
2004,SVNA-src,mismatch_sing,The farmer that embarrassed the clerks know many people,The|farmer|that|embarrassed|the|clerks|know|many|people,x-x-x|fireer|sir|transparent|ago|clelts|rhow|yeah|window,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|0.845098040014257|5.11650480266873|1|2.29225607135648|3.16076856186113|3.0068937079479,3|6|4|11|3|6|4|4|6
2005,SVNA-src,match_plural,The managers that disguised the architect like to gamble,The|managers|that|disguised|the|architect|like|to|gamble,x-x-x|sunagest|yeah|practised|yeah|arquitorm|lind|cup|wimble,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|1.23044892137827|5.11650480266873|1.64345267648619|3.03181227133037|4.59683891382516|0.698970004336019,3|8|4|9|3|9|4|2|6
2005,SVNA-src,match_sing,The manager that disguised the architects likes to gamble,The|manager|that|disguised|the|architects|likes|to|gamble,x-x-x|sunayer|yeah|practised|yeah|arquitorne|lokes|cup|wimble,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.47856649559384|4.15691242570002|1.23044892137827|5.11650480266873|1.36172783601759|1.27875360095283|4.59683891382516|0.698970004336019,3|7|4|9|3|10|5|2|6
2005,SVNA-src,mismatch_plural,The managers that disguised the architect likes to gamble,The|managers|that|disguised|the|architect|likes|to|gamble,x-x-x|sunagest|yeah|practised|yeah|arquitorm|lokes|cup|wimble,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|1.23044892137827|5.11650480266873|1.64345267648619|1.27875360095283|4.59683891382516|0.698970004336019,3|8|4|9|3|9|5|2|6
2005,SVNA-src,mismatch_sing,The manager that disguised the architects like to gamble,The|manager|that|disguised|the|architects|like|to|gamble,x-x-x|sunayer|yeah|practised|yeah|arquitorne|lind|cup|wimble,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|2.47856649559384|4.15691242570002|1.23044892137827|5.11650480266873|1.36172783601759|3.03181227133037|4.59683891382516|0.698970004336019,3|7|4|9|3|10|4|2|6
2006,SVNA-src,match_plural,The customers that hated the athlete enjoy playing tennis,The|customers|that|hated|the|athlete|enjoy|playing|tennis,x-x-x|cettowers|holy|width|an|arelene|enyom|removed|funnis,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|1.11394335230684|5.11650480266873|1.54406804435028|1.53147891704226|2.53529412004277|1.60205999132796,3|9|4|5|3|7|5|7|6
2006,SVNA-src,match_sing,The customer that hated the athletes enjoys playing tennis,The|customer|that|hated|the|athletes|enjoys|playing|tennis,x-x-x|cettower|holy|width|an|arelerds|enjude|removed|funnis,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|1.11394335230684|5.11650480266873|2.02118929906994|1.04139268515823|2.53529412004277|1.60205999132796,3|8|4|5|3|8|6|7|6
2006,SVNA-src,mismatch_plural,The customers that hated the athlete enjoys playing tennis,The|customers|that|hated|the|athlete|enjoys|playing|tennis,x-x-x|cettowers|holy|width|an|arelene|enjude|removed|funnis,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.30102999566398|4.15691242570002|1.11394335230684|5.11650480266873|1.54406804435028|1.04139268515823|2.53529412004277|1.60205999132796,3|9|4|5|3|7|6|7|6
2006,SVNA-src,mismatch_sing,The customer that hated the athletes enjoy playing tennis,The|customer|that|hated|the|athletes|enjoy|playing|tennis,x-x-x|cettower|holy|width|an|arelerds|enyom|removed|funnis,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.25527250510331|4.15691242570002|1.11394335230684|5.11650480266873|2.02118929906994|1.53147891704226|2.53529412004277|1.60205999132796,3|8|4|5|3|8|5|7|6
2007,SVNA-src,match_plural,The officers that liked the actor are good,The|officers|that|liked|the|actor|are|good,x-x-x|uscicers|yeah|opens|lose|abbor|ags|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.30102999566398|4.15691242570002|1.7160033436348|5.11650480266873|2.24797326636181|3.67348169707335|2.65224634100332,3|8|4|5|3|5|3|4
2007,SVNA-src,match_sing,The officer that liked the actors is good,The|officer|that|liked|the|actors|is|good,x-x-x|uscicer|yeah|opens|lose|awbors|os|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.22530928172586|4.15691242570002|1.7160033436348|5.11650480266873|2.05307844348342|4.0678888066854|2.65224634100332,3|7|4|5|3|6|2|4
2007,SVNA-src,mismatch_plural,The officers that liked the actor is good,The|officers|that|liked|the|actor|is|good,x-x-x|uscicers|yeah|opens|lose|abbor|os|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.30102999566398|4.15691242570002|1.7160033436348|5.11650480266873|2.24797326636181|4.0678888066854|2.65224634100332,3|8|4|5|3|5|2|4
2007,SVNA-src,mismatch_sing,The officer that liked the actors are good,The|officer|that|liked|the|actors|are|good,x-x-x|uscicer|yeah|opens|lose|awbors|ags|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.22530928172586|4.15691242570002|1.7160033436348|5.11650480266873|2.05307844348342|3.67348169707335|2.65224634100332,3|7|4|5|3|6|3|4
2008,SVNA-src,match_plural,The teachers that hurt the minister are good,The|teachers|that|hurt|the|minister|are|good,x-x-x|learkers|anti|hour|via|sininder|ams|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.65321251377534|4.15691242570002|1.49136169383427|5.11650480266873|2.25767857486918|3.67348169707335|2.65224634100332,3|8|4|4|3|8|3|4
2008,SVNA-src,match_sing,The teacher that hurt the ministers is good,The|teacher|that|hurt|the|ministers|is|good,x-x-x|foucher|anti|hour|via|sinintess|os|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.88649072517248|4.15691242570002|1.49136169383427|5.11650480266873|1.57978359661681|4.0678888066854|2.65224634100332,3|7|4|4|3|9|2|4
2008,SVNA-src,mismatch_plural,The teachers that hurt the minister is good,The|teachers|that|hurt|the|minister|is|good,x-x-x|learkers|anti|hour|via|sininder|os|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.65321251377534|4.15691242570002|1.49136169383427|5.11650480266873|2.25767857486918|4.0678888066854|2.65224634100332,3|8|4|4|3|8|2|4
2008,SVNA-src,mismatch_sing,The teacher that hurt the ministers are good,The|teacher|that|hurt|the|ministers|are|good,x-x-x|foucher|anti|hour|via|sinintess|ams|goud,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|TRUE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.88649072517248|4.15691242570002|1.49136169383427|5.11650480266873|1.57978359661681|3.67348169707335|2.65224634100332,3|7|4|4|3|9|3|4
2009,SVNA-src,match_plural,The senators that injured the actor are good,The|senators|that|injured|the|actor|are|good,x-x-x|senalast|jack|compare|your|awbor|ank|ha,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.34242268082221|4.15691242570002|1.73239375982297|5.11650480266873|2.24797326636181|3.67348169707335|2.65224634100332,3|8|4|7|3|5|3|4
2009,SVNA-src,match_sing,The senator that injured the actors is good,The|senator|that|injured|the|actors|is|good,x-x-x|ponatar|jack|compare|your|awbors|os|ha,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.65321251377534|4.15691242570002|1.73239375982297|5.11650480266873|2.05307844348342|4.0678888066854|2.65224634100332,3|7|4|7|3|6|2|4
2009,SVNA-src,mismatch_plural,The senators that injured the actor is good,The|senators|that|injured|the|actor|is|good,x-x-x|senalast|jack|compare|your|awbor|os|ha,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.34242268082221|4.15691242570002|1.73239375982297|5.11650480266873|2.24797326636181|4.0678888066854|2.65224634100332,3|8|4|7|3|5|2|4
2009,SVNA-src,mismatch_sing,The senator that injured the actors are good,The|senator|that|injured|the|actors|are|good,x-x-x|ponatar|jack|compare|your|awbors|ank|ha,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.65321251377534|4.15691242570002|1.73239375982297|5.11650480266873|2.05307844348342|3.67348169707335|2.65224634100332,3|7|4|7|3|6|3|4
2010,SVNA-src,match_plural,The consultants that ignored the secretary are good,The|consultants|that|ignored|the|secretary|are|good,x-x-x|connoilants|mom|phoenix|her|polmetary|ars|lake,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|0.845098040014257|4.15691242570002|1.56820172406699|5.11650480266873|2.10037054511756|3.67348169707335|2.65224634100332,3|11|4|7|3|9|3|4
2010,SVNA-src,match_sing,The consultant that ignored the secretaries is good,The|consultant|that|ignored|the|secretaries|is|good,x-x-x|connoilant|mom|phoenix|her|polmetaries|os|lake,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.30102999566398|4.15691242570002|1.56820172406699|5.11650480266873|0|4.0678888066854|2.65224634100332,3|10|4|7|3|11|2|4
2010,SVNA-src,mismatch_plural,The consultants that ignored the secretary is good,The|consultants|that|ignored|the|secretary|is|good,x-x-x|connoilants|mom|phoenix|her|polmetary|os|lake,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|0.845098040014257|4.15691242570002|1.56820172406699|5.11650480266873|2.10037054511756|4.0678888066854|2.65224634100332,3|11|4|7|3|9|2|4
2010,SVNA-src,mismatch_sing,The consultant that ignored the secretaries are good,The|consultant|that|ignored|the|secretaries|are|good,x-x-x|connoilant|mom|phoenix|her|polmetaries|ars|lake,FALSE|TRUE|FALSE|FALSE|FALSE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|1.30102999566398|4.15691242570002|1.56820172406699|5.11650480266873|0|3.67348169707335|2.65224634100332,3|10|4|7|3|11|3|4
2011,SVNA-src,match_plural,The guards that embarrassed the executive are playing tennis,The|guards|that|embarrassed|the|executive|are|playing|tennis,x-x-x|gulcts|okay|embartuffed|tha|ematutile|ags|sources|oxygen,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE|FALSE,1|2|3|4|5|6|7|8|8,5.11650480266873|1.44715803134222|4.15691242570002|0.845098040014257|5.11650480266873|2.13033376849501|3.67348169707335|2.53529412004277|1.60205999132796,3|6|4|11|3|9|3|7|6
2011,SVNA-src,match_sing,The guard that embarrassed the executives is good,The|guard|that|embarrassed|the|executives|is|good,x-x-x|guoys|okay|embartuffed|tha|emituticed|os|sun,FALSE|TRUE|FALSE|TRUE|TRUE|TRUE|TRUE|FALSE,FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|TRUE|FALSE,1|2|3|4|5|6|7|8,5.11650480266873|2.02530586526477|4.15691242570002|0.845098040014257|5.11650480266873|1.23044892137827|4.0678888066854|2.65224634100332,3|5|4|11|3|10|2|4
