"","condition","word_number","word","alternative","sentence","l_maze","critical_region","region_number","len","freqlog10","suite","item"
"3467","what_gap",6,"to","anti","You remember who showed the presentation to the visitors after lunch","False","False",6,2,4.59683891382516,"filler-gap_dependencies-se",15004
"3468","what_gap",7,"the","ha","You remember who showed the presentation to the visitors after lunch","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15004
"3469","what_gap",8,"visitors","diseases","You remember who showed the presentation to the visitors after lunch","False","False",7,8,1.80617997398389,"filler-gap_dependencies-se",15004
"3470","what_gap",9,"after","wanna","You remember who showed the presentation to the visitors after lunch","False","False",8,5,3.57403126772772,"filler-gap_dependencies-se",15004
"3471","what_gap",10,"lunch","ludge","You remember who showed the presentation to the visitors after lunch","True","False",8,5,1.30102999566398,"filler-gap_dependencies-se",15004
"3472","what_nogap",0,"You","x-x-x","You remember who the businessman showed the presentation to the visitors after lunch","False","False",1,3,2.9434945159061,"filler-gap_dependencies-se",15004
"3473","what_nogap",1,"remember","recumper","You remember who the businessman showed the presentation to the visitors after lunch","True","False",1,8,1.41497334797082,"filler-gap_dependencies-se",15004
"3474","what_nogap",2,"who","goal","You remember who the businessman showed the presentation to the visitors after lunch","False","False",2,3,3.48144262850231,"filler-gap_dependencies-se",15004
"3475","what_nogap",3,"the","tho","You remember who the businessman showed the presentation to the visitors after lunch","True","True",3,3,5.11650480266873,"filler-gap_dependencies-se",15004
"3476","what_nogap",4,"businessman","bensmessman","You remember who the businessman showed the presentation to the visitors after lunch","True","True",3,11,1.32221929473392,"filler-gap_dependencies-se",15004
"3477","what_nogap",5,"showed","choose","You remember who the businessman showed the presentation to the visitors after lunch","False","False",4,6,2.14612803567824,"filler-gap_dependencies-se",15004
"3478","what_nogap",6,"the","nor","You remember who the businessman showed the presentation to the visitors after lunch","False","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15004
"3479","what_nogap",7,"presentation","humanitarian","You remember who the businessman showed the presentation to the visitors after lunch","False","False",5,12,1.75587485567249,"filler-gap_dependencies-se",15004
"3480","what_nogap",8,"to","anti","You remember who the businessman showed the presentation to the visitors after lunch","False","False",6,2,4.59683891382516,"filler-gap_dependencies-se",15004
"3481","what_nogap",9,"the","ha","You remember who the businessman showed the presentation to the visitors after lunch","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15004
"3482","what_nogap",10,"visitors","diseases","You remember who the businessman showed the presentation to the visitors after lunch","False","False",7,8,1.80617997398389,"filler-gap_dependencies-se",15004
"3483","what_nogap",11,"after","wanna","You remember who the businessman showed the presentation to the visitors after lunch","False","False",8,5,3.57403126772772,"filler-gap_dependencies-se",15004
"3484","what_nogap",12,"lunch","ludge","You remember who the businessman showed the presentation to the visitors after lunch","True","False",8,5,1.30102999566398,"filler-gap_dependencies-se",15004
"3485","that_gap",0,"She","x-x-x","She told me that stole answers to the test from the history teacher last year","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15005
"3486","that_gap",1,"told","tork","She told me that stole answers to the test from the history teacher last year","True","False",1,4,2.38560627359831,"filler-gap_dependencies-se",15005
"3487","that_gap",2,"me","size","She told me that stole answers to the test from the history teacher last year","False","False",1,2,2.57403126772772,"filler-gap_dependencies-se",15005
"3488","that_gap",3,"that","cent","She told me that stole answers to the test from the history teacher last year","False","False",2,4,4.15691242570002,"filler-gap_dependencies-se",15005
"3489","that_gap",4,"stole","stoss","She told me that stole answers to the test from the history teacher last year","True","True",4,5,1.11394335230684,"filler-gap_dependencies-se",15005
"3490","that_gap",5,"answers","arshers","She told me that stole answers to the test from the history teacher last year","True","False",5,7,1.25527250510331,"filler-gap_dependencies-se",15005
"3491","that_gap",6,"to","ty","She told me that stole answers to the test from the history teacher last year","True","False",5,2,4.59683891382516,"filler-gap_dependencies-se",15005
"3492","that_gap",7,"the","sir","She told me that stole answers to the test from the history teacher last year","False","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3493","that_gap",8,"test","mid","She told me that stole answers to the test from the history teacher last year","False","False",5,4,2.12057393120585,"filler-gap_dependencies-se",15005
"3494","that_gap",9,"from","soul","She told me that stole answers to the test from the history teacher last year","False","False",6,4,3.96520170102591,"filler-gap_dependencies-se",15005
"3495","that_gap",10,"the","gave","She told me that stole answers to the test from the history teacher last year","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3496","that_gap",11,"history","smaller","She told me that stole answers to the test from the history teacher last year","False","False",7,7,2.90794852161227,"filler-gap_dependencies-se",15005
"3497","that_gap",12,"teacher","seconds","She told me that stole answers to the test from the history teacher last year","False","False",7,7,1.88649072517248,"filler-gap_dependencies-se",15005
"3498","that_gap",13,"last","skin","She told me that stole answers to the test from the history teacher last year","False","False",8,4,2.8234742291703,"filler-gap_dependencies-se",15005
"3499","that_gap",14,"year","mear","She told me that stole answers to the test from the history teacher last year","True","False",8,4,3.22245633667925,"filler-gap_dependencies-se",15005
"3500","that_nogap",0,"She","x-x-x","She told me that the star student stole answers to the test from the history teacher last year","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15005
"3501","that_nogap",1,"told","tork","She told me that the star student stole answers to the test from the history teacher last year","True","False",1,4,2.38560627359831,"filler-gap_dependencies-se",15005
"3502","that_nogap",2,"me","size","She told me that the star student stole answers to the test from the history teacher last year","False","False",1,2,2.57403126772772,"filler-gap_dependencies-se",15005
"3503","that_nogap",3,"that","cent","She told me that the star student stole answers to the test from the history teacher last year","False","False",2,4,4.15691242570002,"filler-gap_dependencies-se",15005
"3504","that_nogap",4,"the","que","She told me that the star student stole answers to the test from the history teacher last year","True","True",3,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3505","that_nogap",5,"star","stam","She told me that the star student stole answers to the test from the history teacher last year","True","True",3,4,2.76042248342321,"filler-gap_dependencies-se",15005
"3506","that_nogap",6,"student","stubant","She told me that the star student stole answers to the test from the history teacher last year","True","True",3,7,2.11727129565576,"filler-gap_dependencies-se",15005
"3507","that_nogap",7,"stole","stoss","She told me that the star student stole answers to the test from the history teacher last year","True","False",4,5,1.11394335230684,"filler-gap_dependencies-se",15005
"3508","that_nogap",8,"answers","arshers","She told me that the star student stole answers to the test from the history teacher last year","True","False",5,7,1.25527250510331,"filler-gap_dependencies-se",15005
"3509","that_nogap",9,"to","ty","She told me that the star student stole answers to the test from the history teacher last year","True","False",5,2,4.59683891382516,"filler-gap_dependencies-se",15005
"3510","that_nogap",10,"the","sir","She told me that the star student stole answers to the test from the history teacher last year","False","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3511","that_nogap",11,"test","mid","She told me that the star student stole answers to the test from the history teacher last year","False","False",5,4,2.12057393120585,"filler-gap_dependencies-se",15005
"3512","that_nogap",12,"from","soul","She told me that the star student stole answers to the test from the history teacher last year","False","False",6,4,3.96520170102591,"filler-gap_dependencies-se",15005
"3513","that_nogap",13,"the","gave","She told me that the star student stole answers to the test from the history teacher last year","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3514","that_nogap",14,"history","smaller","She told me that the star student stole answers to the test from the history teacher last year","False","False",7,7,2.90794852161227,"filler-gap_dependencies-se",15005
"3515","that_nogap",15,"teacher","seconds","She told me that the star student stole answers to the test from the history teacher last year","False","False",7,7,1.88649072517248,"filler-gap_dependencies-se",15005
"3516","that_nogap",16,"last","skin","She told me that the star student stole answers to the test from the history teacher last year","False","False",8,4,2.8234742291703,"filler-gap_dependencies-se",15005
"3517","that_nogap",17,"year","mear","She told me that the star student stole answers to the test from the history teacher last year","True","False",8,4,3.22245633667925,"filler-gap_dependencies-se",15005
"3518","what_gap",0,"She","x-x-x","She told me who stole answers to the test from the history teacher last year","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15005
"3519","what_gap",1,"told","tork","She told me who stole answers to the test from the history teacher last year","True","False",1,4,2.38560627359831,"filler-gap_dependencies-se",15005
"3520","what_gap",2,"me","size","She told me who stole answers to the test from the history teacher last year","False","False",1,2,2.57403126772772,"filler-gap_dependencies-se",15005
"3521","what_gap",3,"who","lake","She told me who stole answers to the test from the history teacher last year","False","False",2,3,3.48144262850231,"filler-gap_dependencies-se",15005
"3522","what_gap",4,"stole","stoss","She told me who stole answers to the test from the history teacher last year","True","True",4,5,1.11394335230684,"filler-gap_dependencies-se",15005
"3523","what_gap",5,"answers","arshers","She told me who stole answers to the test from the history teacher last year","True","False",5,7,1.25527250510331,"filler-gap_dependencies-se",15005
"3524","what_gap",6,"to","ty","She told me who stole answers to the test from the history teacher last year","True","False",5,2,4.59683891382516,"filler-gap_dependencies-se",15005
"3525","what_gap",7,"the","sir","She told me who stole answers to the test from the history teacher last year","False","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3526","what_gap",8,"test","mid","She told me who stole answers to the test from the history teacher last year","False","False",5,4,2.12057393120585,"filler-gap_dependencies-se",15005
"3527","what_gap",9,"from","soul","She told me who stole answers to the test from the history teacher last year","False","False",6,4,3.96520170102591,"filler-gap_dependencies-se",15005
"3528","what_gap",10,"the","gave","She told me who stole answers to the test from the history teacher last year","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3529","what_gap",11,"history","smaller","She told me who stole answers to the test from the history teacher last year","False","False",7,7,2.90794852161227,"filler-gap_dependencies-se",15005
"3530","what_gap",12,"teacher","seconds","She told me who stole answers to the test from the history teacher last year","False","False",7,7,1.88649072517248,"filler-gap_dependencies-se",15005
"3531","what_gap",13,"last","skin","She told me who stole answers to the test from the history teacher last year","False","False",8,4,2.8234742291703,"filler-gap_dependencies-se",15005
"3532","what_gap",14,"year","mear","She told me who stole answers to the test from the history teacher last year","True","False",8,4,3.22245633667925,"filler-gap_dependencies-se",15005
"3533","what_nogap",0,"She","x-x-x","She told me who the star student stole answers to the test from the history teacher last year","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15005
"3534","what_nogap",1,"told","tork","She told me who the star student stole answers to the test from the history teacher last year","True","False",1,4,2.38560627359831,"filler-gap_dependencies-se",15005
"3535","what_nogap",2,"me","size","She told me who the star student stole answers to the test from the history teacher last year","False","False",1,2,2.57403126772772,"filler-gap_dependencies-se",15005
"3536","what_nogap",3,"who","lake","She told me who the star student stole answers to the test from the history teacher last year","False","False",2,3,3.48144262850231,"filler-gap_dependencies-se",15005
"3537","what_nogap",4,"the","que","She told me who the star student stole answers to the test from the history teacher last year","True","True",3,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3538","what_nogap",5,"star","stam","She told me who the star student stole answers to the test from the history teacher last year","True","True",3,4,2.76042248342321,"filler-gap_dependencies-se",15005
"3539","what_nogap",6,"student","stubant","She told me who the star student stole answers to the test from the history teacher last year","True","True",3,7,2.11727129565576,"filler-gap_dependencies-se",15005
"3540","what_nogap",7,"stole","stoss","She told me who the star student stole answers to the test from the history teacher last year","True","False",4,5,1.11394335230684,"filler-gap_dependencies-se",15005
"3541","what_nogap",8,"answers","arshers","She told me who the star student stole answers to the test from the history teacher last year","True","False",5,7,1.25527250510331,"filler-gap_dependencies-se",15005
"3542","what_nogap",9,"to","ty","She told me who the star student stole answers to the test from the history teacher last year","True","False",5,2,4.59683891382516,"filler-gap_dependencies-se",15005
"3543","what_nogap",10,"the","sir","She told me who the star student stole answers to the test from the history teacher last year","False","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3544","what_nogap",11,"test","mid","She told me who the star student stole answers to the test from the history teacher last year","False","False",5,4,2.12057393120585,"filler-gap_dependencies-se",15005
"3545","what_nogap",12,"from","soul","She told me who the star student stole answers to the test from the history teacher last year","False","False",6,4,3.96520170102591,"filler-gap_dependencies-se",15005
"3546","what_nogap",13,"the","gave","She told me who the star student stole answers to the test from the history teacher last year","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15005
"3547","what_nogap",14,"history","smaller","She told me who the star student stole answers to the test from the history teacher last year","False","False",7,7,2.90794852161227,"filler-gap_dependencies-se",15005
"3548","what_nogap",15,"teacher","seconds","She told me who the star student stole answers to the test from the history teacher last year","False","False",7,7,1.88649072517248,"filler-gap_dependencies-se",15005
"3549","what_nogap",16,"last","skin","She told me who the star student stole answers to the test from the history teacher last year","False","False",8,4,2.8234742291703,"filler-gap_dependencies-se",15005
"3550","what_nogap",17,"year","mear","She told me who the star student stole answers to the test from the history teacher last year","True","False",8,4,3.22245633667925,"filler-gap_dependencies-se",15005
"3551","that_gap",0,"She","x-x-x","She knows that forged the painting with the help of a new technology a short while ago","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15006
"3552","that_gap",1,"knows","knone","She knows that forged the painting with the help of a new technology a short while ago","True","False",1,5,1.51851393987789,"filler-gap_dependencies-se",15006
"3553","that_gap",2,"that","anti","She knows that forged the painting with the help of a new technology a short while ago","False","False",2,4,4.15691242570002,"filler-gap_dependencies-se",15006
"3554","that_gap",3,"forged","foined","She knows that forged the painting with the help of a new technology a short while ago","True","True",4,6,0.698970004336019,"filler-gap_dependencies-se",15006
"3555","that_gap",4,"the","tho","She knows that forged the painting with the help of a new technology a short while ago","True","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3556","that_gap",5,"painting","maunding","She knows that forged the painting with the help of a new technology a short while ago","True","False",5,8,1.97772360528885,"filler-gap_dependencies-se",15006
"3557","that_gap",6,"with","am","She knows that forged the painting with the help of a new technology a short while ago","False","False",6,4,4.11437742978615,"filler-gap_dependencies-se",15006
"3558","that_gap",7,"the","ha","She knows that forged the painting with the help of a new technology a short while ago","False","False",6,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3559","that_gap",8,"help","yes","She knows that forged the painting with the help of a new technology a short while ago","False","False",6,4,2.48713837547719,"filler-gap_dependencies-se",15006
"3560","that_gap",9,"of","ot","She knows that forged the painting with the help of a new technology a short while ago","True","False",6,2,4.75611098671178,"filler-gap_dependencies-se",15006
"3561","that_gap",10,"a","e","She knows that forged the painting with the help of a new technology a short while ago","True","False",7,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3562","that_gap",11,"new","any","She knows that forged the painting with the help of a new technology a short while ago","False","False",7,3,3.44216608578472,"filler-gap_dependencies-se",15006
"3563","that_gap",12,"technology","retirement","She knows that forged the painting with the help of a new technology a short while ago","False","False",7,10,2.10380372095596,"filler-gap_dependencies-se",15006
"3564","that_gap",13,"a","e","She knows that forged the painting with the help of a new technology a short while ago","True","False",8,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3565","that_gap",14,"short","shoys","She knows that forged the painting with the help of a new technology a short while ago","True","False",8,5,2.68841982200271,"filler-gap_dependencies-se",15006
"3566","that_gap",15,"while","wanna","She knows that forged the painting with the help of a new technology a short while ago","False","False",8,5,3.32797162362301,"filler-gap_dependencies-se",15006
"3567","that_gap",16,"ago","wait","She knows that forged the painting with the help of a new technology a short while ago","False","False",8,3,1.78532983501077,"filler-gap_dependencies-se",15006
"3568","that_nogap",0,"She","x-x-x","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15006
"3569","that_nogap",1,"knows","knone","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",1,5,1.51851393987789,"filler-gap_dependencies-se",15006
"3570","that_nogap",2,"that","anti","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",2,4,4.15691242570002,"filler-gap_dependencies-se",15006
"3571","that_nogap",3,"the","whe","She knows that the collector forged the painting with the help of a new technology a short while ago","True","True",3,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3572","that_nogap",4,"collector","cottoctor","She knows that the collector forged the painting with the help of a new technology a short while ago","True","True",3,9,1.39794000867204,"filler-gap_dependencies-se",15006
"3573","that_nogap",5,"forged","devote","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",4,6,0.698970004336019,"filler-gap_dependencies-se",15006
"3574","that_nogap",6,"the","tho","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3575","that_nogap",7,"painting","maunding","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",5,8,1.97772360528885,"filler-gap_dependencies-se",15006
"3576","that_nogap",8,"with","am","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",6,4,4.11437742978615,"filler-gap_dependencies-se",15006
"3577","that_nogap",9,"the","ha","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",6,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3578","that_nogap",10,"help","yes","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",6,4,2.48713837547719,"filler-gap_dependencies-se",15006
"3579","that_nogap",11,"of","ot","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",6,2,4.75611098671178,"filler-gap_dependencies-se",15006
"3580","that_nogap",12,"a","e","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",7,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3581","that_nogap",13,"new","any","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",7,3,3.44216608578472,"filler-gap_dependencies-se",15006
"3582","that_nogap",14,"technology","retirement","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",7,10,2.10380372095596,"filler-gap_dependencies-se",15006
"3583","that_nogap",15,"a","e","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",8,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3584","that_nogap",16,"short","shoys","She knows that the collector forged the painting with the help of a new technology a short while ago","True","False",8,5,2.68841982200271,"filler-gap_dependencies-se",15006
"3585","that_nogap",17,"while","wanna","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",8,5,3.32797162362301,"filler-gap_dependencies-se",15006
"3586","that_nogap",18,"ago","wait","She knows that the collector forged the painting with the help of a new technology a short while ago","False","False",8,3,1.78532983501077,"filler-gap_dependencies-se",15006
"3587","what_gap",0,"She","x-x-x","She knows who forged the painting with the help of a new technology a short while ago","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15006
"3588","what_gap",1,"knows","knone","She knows who forged the painting with the help of a new technology a short while ago","True","False",1,5,1.51851393987789,"filler-gap_dependencies-se",15006
"3589","what_gap",2,"who","cent","She knows who forged the painting with the help of a new technology a short while ago","False","False",2,3,3.48144262850231,"filler-gap_dependencies-se",15006
"3590","what_gap",3,"forged","foined","She knows who forged the painting with the help of a new technology a short while ago","True","True",4,6,0.698970004336019,"filler-gap_dependencies-se",15006
"3591","what_gap",4,"the","tho","She knows who forged the painting with the help of a new technology a short while ago","True","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3592","what_gap",5,"painting","maunding","She knows who forged the painting with the help of a new technology a short while ago","True","False",5,8,1.97772360528885,"filler-gap_dependencies-se",15006
"3593","what_gap",6,"with","am","She knows who forged the painting with the help of a new technology a short while ago","False","False",6,4,4.11437742978615,"filler-gap_dependencies-se",15006
"3594","what_gap",7,"the","ha","She knows who forged the painting with the help of a new technology a short while ago","False","False",6,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3595","what_gap",8,"help","yes","She knows who forged the painting with the help of a new technology a short while ago","False","False",6,4,2.48713837547719,"filler-gap_dependencies-se",15006
"3596","what_gap",9,"of","ot","She knows who forged the painting with the help of a new technology a short while ago","True","False",6,2,4.75611098671178,"filler-gap_dependencies-se",15006
"3597","what_gap",10,"a","e","She knows who forged the painting with the help of a new technology a short while ago","True","False",7,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3598","what_gap",11,"new","any","She knows who forged the painting with the help of a new technology a short while ago","False","False",7,3,3.44216608578472,"filler-gap_dependencies-se",15006
"3599","what_gap",12,"technology","retirement","She knows who forged the painting with the help of a new technology a short while ago","False","False",7,10,2.10380372095596,"filler-gap_dependencies-se",15006
"3600","what_gap",13,"a","e","She knows who forged the painting with the help of a new technology a short while ago","True","False",8,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3601","what_gap",14,"short","shoys","She knows who forged the painting with the help of a new technology a short while ago","True","False",8,5,2.68841982200271,"filler-gap_dependencies-se",15006
"3602","what_gap",15,"while","wanna","She knows who forged the painting with the help of a new technology a short while ago","False","False",8,5,3.32797162362301,"filler-gap_dependencies-se",15006
"3603","what_gap",16,"ago","wait","She knows who forged the painting with the help of a new technology a short while ago","False","False",8,3,1.78532983501077,"filler-gap_dependencies-se",15006
"3604","what_nogap",0,"She","x-x-x","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",1,3,3.46014581749175,"filler-gap_dependencies-se",15006
"3605","what_nogap",1,"knows","knone","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",1,5,1.51851393987789,"filler-gap_dependencies-se",15006
"3606","what_nogap",2,"who","cent","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",2,3,3.48144262850231,"filler-gap_dependencies-se",15006
"3607","what_nogap",3,"the","whe","She knows who the collector forged the painting with the help of a new technology a short while ago","True","True",3,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3608","what_nogap",4,"collector","cottoctor","She knows who the collector forged the painting with the help of a new technology a short while ago","True","True",3,9,1.39794000867204,"filler-gap_dependencies-se",15006
"3609","what_nogap",5,"forged","devote","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",4,6,0.698970004336019,"filler-gap_dependencies-se",15006
"3610","what_nogap",6,"the","tho","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",5,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3611","what_nogap",7,"painting","maunding","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",5,8,1.97772360528885,"filler-gap_dependencies-se",15006
"3612","what_nogap",8,"with","am","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",6,4,4.11437742978615,"filler-gap_dependencies-se",15006
"3613","what_nogap",9,"the","ha","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",6,3,5.11650480266873,"filler-gap_dependencies-se",15006
"3614","what_nogap",10,"help","yes","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",6,4,2.48713837547719,"filler-gap_dependencies-se",15006
"3615","what_nogap",11,"of","ot","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",6,2,4.75611098671178,"filler-gap_dependencies-se",15006
"3616","what_nogap",12,"a","e","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",7,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3617","what_nogap",13,"new","any","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",7,3,3.44216608578472,"filler-gap_dependencies-se",15006
"3618","what_nogap",14,"technology","retirement","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",7,10,2.10380372095596,"filler-gap_dependencies-se",15006
"3619","what_nogap",15,"a","e","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",8,1,4.55819238923985,"filler-gap_dependencies-se",15006
"3620","what_nogap",16,"short","shoys","She knows who the collector forged the painting with the help of a new technology a short while ago","True","False",8,5,2.68841982200271,"filler-gap_dependencies-se",15006
"3621","what_nogap",17,"while","wanna","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",8,5,3.32797162362301,"filler-gap_dependencies-se",15006
"3622","what_nogap",18,"ago","wait","She knows who the collector forged the painting with the help of a new technology a short while ago","False","False",8,3,1.78532983501077,"filler-gap_dependencies-se",15006
"3623","that_gap",0,"We","x-x-x","We all remember that brought a gun into the prison two weeks ago","False","False",1,2,2.80753502806885,"filler-gap_dependencies-se",15007
"3624","that_gap",1,"all","aws","We all remember that brought a gun into the prison two weeks ago","True","False",1,3,3.40790054014263,"filler-gap_dependencies-se",15007
"3625","that_gap",2,"remember","recumper","We all remember that brought a gun into the prison two weeks ago","True","False",1,8,1.41497334797082,"filler-gap_dependencies-se",15007
"3626","that_gap",3,"that","jack","We all remember that brought a gun into the prison two weeks ago","False","False",2,4,4.15691242570002,"filler-gap_dependencies-se",15007
"3627","that_gap",4,"brought","clought","We all remember that brought a gun into the prison two weeks ago","True","True",4,7,2.48713837547719,"filler-gap_dependencies-se",15007
"3628","that_gap",5,"a","e","We all remember that brought a gun into the prison two weeks ago","True","False",5,1,4.55819238923985,"filler-gap_dependencies-se",15007
"3629","that_gap",6,"gun","ha","We all remember that brought a gun into the prison two weeks ago","False","False",5,3,2.47712125471966,"filler-gap_dependencies-se",15007
"3630","that_gap",7,"into","yes","We all remember that brought a gun into the prison two weeks ago","False","False",6,4,3.38810120157052,"filler-gap_dependencies-se",15007
"3631","that_gap",8,"the","none","We all remember that brought a gun into the prison two weeks ago","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15007
"3632","that_gap",9,"prison","advice","We all remember that brought a gun into the prison two weeks ago","False","False",7,6,1.85125834871908,"filler-gap_dependencies-se",15007
"3633","that_gap",10,"two","miss","We all remember that brought a gun into the prison two weeks ago","False","False",8,3,3.55218133883934,"filler-gap_dependencies-se",15007
"3634","that_gap",11,"weeks","wooks","We all remember that brought a gun into the prison two weeks ago","True","False",8,5,2.49554433754645,"filler-gap_dependencies-se",15007
"3635","that_gap",12,"ago","afa","We all remember that brought a gun into the prison two weeks ago","True","False",8,3,1.78532983501077,"filler-gap_dependencies-se",15007
"3636","that_nogap",0,"We","x-x-x","We all remember that the convict brought a gun into the prison two weeks ago","False","False",1,2,2.80753502806885,"filler-gap_dependencies-se",15007
"3637","that_nogap",1,"all","aws","We all remember that the convict brought a gun into the prison two weeks ago","True","False",1,3,3.40790054014263,"filler-gap_dependencies-se",15007
"3638","that_nogap",2,"remember","recumper","We all remember that the convict brought a gun into the prison two weeks ago","True","False",1,8,1.41497334797082,"filler-gap_dependencies-se",15007
"3639","that_nogap",3,"that","jack","We all remember that the convict brought a gun into the prison two weeks ago","False","False",2,4,4.15691242570002,"filler-gap_dependencies-se",15007
"3640","that_nogap",4,"the","tha","We all remember that the convict brought a gun into the prison two weeks ago","True","True",3,3,5.11650480266873,"filler-gap_dependencies-se",15007
"3641","that_nogap",5,"convict","convart","We all remember that the convict brought a gun into the prison two weeks ago","True","True",3,7,1.51851393987789,"filler-gap_dependencies-se",15007
"3642","that_nogap",6,"brought","clought","We all remember that the convict brought a gun into the prison two weeks ago","True","False",4,7,2.48713837547719,"filler-gap_dependencies-se",15007
"3643","that_nogap",7,"a","e","We all remember that the convict brought a gun into the prison two weeks ago","True","False",5,1,4.55819238923985,"filler-gap_dependencies-se",15007
"3644","that_nogap",8,"gun","ha","We all remember that the convict brought a gun into the prison two weeks ago","False","False",5,3,2.47712125471966,"filler-gap_dependencies-se",15007
"3645","that_nogap",9,"into","yes","We all remember that the convict brought a gun into the prison two weeks ago","False","False",6,4,3.38810120157052,"filler-gap_dependencies-se",15007
"3646","that_nogap",10,"the","none","We all remember that the convict brought a gun into the prison two weeks ago","False","False",7,3,5.11650480266873,"filler-gap_dependencies-se",15007
"3647","that_nogap",11,"prison","advice","We all remember that the convict brought a gun into the prison two weeks ago","False","False",7,6,1.85125834871908,"filler-gap_dependencies-se",15007
"3648","that_nogap",12,"two","miss","We all remember that the convict brought a gun into the prison two weeks ago","False","False",8,3,3.55218133883934,"filler-gap_dependencies-se",15007
"3649","that_nogap",13,"weeks","wooks","We all remember that the convict brought a gun into the prison two weeks ago","True","False",8,5,2.49554433754645,"filler-gap_dependencies-se",15007
"3650","that_nogap",14,"ago","afa","We all remember that the convict brought a gun into the prison two weeks ago","True","False",8,3,1.78532983501077,"filler-gap_dependencies-se",15007
"3651","what_gap",0,"We","x-x-x","We all remember who brought a gun into the prison two weeks ago","False","False",1,2,2.80753502806885,"filler-gap_dependencies-se",15007
"3652","what_gap",1,"all","aws","We all remember who brought a gun into the prison two weeks ago","True","False",1,3,3.40790054014263,"filler-gap_dependencies-se",15007
"3653","what_gap",2,"remember","recumper","We all remember who brought a gun into the prison two weeks ago","True","False",1,8,1.41497334797082,"filler-gap_dependencies-se",15007
